WiFi-Pumpkin|WiFi-Pumpkin|wireless_testing|https://github.com/P0cL4bs/WiFi-Pumpkin.git|git|python,git
WifiBruteCrack|WifiBruteCrack|wireless_testing|https://github.com/cinquemb/WifiBruteCrack.git|git|python,git
Winpayloads|Winpayloads|null|https://github.com/nccgroup/Winpayloads.git|git|python,git
XAttacker|XAttacker|vulnerability_scanner,web_hacking,exploitation_tools|https://github.com/Moham3dRiahi/XAttacker.git|git|perl,php,git
XPL-SEARCH|XPL-SEARCH|web_hacking|https://github.com/r00tmars/XPL-SEARCH.git|git|php,git
XSStrike|XSStrike|information_gathering,web_hacking|https://github.com/s0md3v/XSStrike.git|git|python,git
Xshell|Xshell|vulnerability_scanner,web_hacking|https://github.com/Manisso/Xshell.git|git|git
Zerodoor|Zerodoor|null|https://github.com/Souhardya/Zerodoor.git|git|python,git
admin-panel-finder|admin-panel-finder|web_hacking|https://github.com/bdblackhat/admin-panel-finder.git|git|python,git
air-hammer|air-hammer|null|https://github.com/Wh1t3Rh1n0/air-hammer.git|git|python,git
aircrack-ng|aircrack-ng|wireless_testing|null|package_manager|null
airgeddon|airgeddon|wireless_testing|https://github.com/v1s1t0r1sh3r3/airgeddon.git|git|git
angryFuzzer|angryFuzzer|null|https://github.com/ihebski/angryFuzzer.git|git|python,git
apache2|apache2|web_server,package|null|package_manager|null
apt2|apt2|information_gathering|https://github.com/MooseDojo/apt2.git|git|python,git
arch-linux|setupTermuxArch.sh|termux_os|https://raw.githubusercontent.com/sdrausty/TermuxArch/master/setupTermuxArch.sh|curl|proot,curl
arp-scan|arp-scan|information_gathering|https://github.com/royhills/arp-scan.git|git|clang,gcc,git
avet|avet|null|https://github.com/govolution/avet.git|git|clang,gcc,git
bbqsql|bbqsql|vulnerability_scanner|https://github.com/Neohapsis/bbqsql.git|git|python,git
bed|bed|vulnerability_scanner|https://gitlab.com/kalilinux/packages/bed.git|git|perl,git
beef|beef|exploitation_tools|https://github.com/beefproject/beef.git|git|ruby,git
bettercap|bettercap|sniffing_spoofing|https://github.com/bettercap/bettercap.git|git|golang,git
bing-ip2hosts|bing-ip2hosts|information_gathering|https://github.com/urbanadventurer/bing-ip2hosts.git|git|git
binwalk|binwalk|forensics_tools|https://github.com/ReFirmLabs/binwalk.git|git|python,git
blackbox|blackbox|vulnerability_scanner,exploitation_tools|https://github.com/jothatron/blackbox.git|git|python,git
bleachbit|bleachbit|null|https://github.com/bleachbit/bleachbit.git|git|python,git
braa|braa|information_gathering|https://github.com/mteg/braa.git|git|clang,gcc,git
brutespray|brutespray|null|https://github.com/x90skysn3k/brutespray.git|git|python,git
bulk_extractor|bulk_extractor|forensics_tools|https://github.com/simsong/bulk_extractor.git|git|clang,gcc,g++,git
c++|gpp|programming_language|null|package_manager|null
capstone|capstone|forensics_tools|https://github.com/aquynh/capstone.git|git|clang,gcc,python,git
catphish|catphish|null|https://github.com/ring0lab/catphish.git|git|ruby,git
cdpsnarf|cdpsnarf|information_gathering|https://github.com/Zapotek/cdpsnarf.git|git|clang,gcc,git
clang|clang|programming_language|null|package_manager|null
commix|commix|exploitation_tools,web_hacking|https://github.com/commixproject/commix.git|git|python,git
cowpatty|cowpatty|wireless_testing|https://github.com/joswr1ght/cowpatty.git|git|clang,gcc,git
cpscan|cpscan|null|https://github.com/susmithHCK/cpscan.git|git|python,git
crackle|crackle|exploitation_tools,wireless_testing|https://github.com/mikeryan/crackle.git|git|clang,gcc,perl,git
creddump|creddump|password_attack|https://github.com/moyix/creddump.git|git|python,git
credmap|credmap|null|https://github.com/lightos/credmap.git|git|python,git
crowbar|crowbar|password_attack|https://github.com/galkan/crowbar.git|git|python,git
cuckoo|cuckoo|forensics_tools|https://github.com/cuckoosandbox/cuckoo.git|git|python,git
cupp|cupp|password_attack|https://github.com/Mebus/cupp.git|git|python,git
curl|curl|package|null|package_manager|null
c|clang|programming_language|null|package_manager|null
dbd|dbd|maintaining_access|https://github.com/gitdurandal/dbd.git|git|clang,gcc,git
deblaze|deblaze|web_hacking|https://github.com/SpiderLabs/deblaze.git|git|clang,gcc,python,git
dedsploit|dedsploit|null|https://github.com/ex0dus-0x/dedsploit.git|git|python,git
demiguise|demiguise|null|https://github.com/nccgroup/demiguise.git|git|python,git
distorm|distorm|forensics_tools|https://github.com/gdabah/distorm.git|git|clang,gcc,python,git
djangohunter|djangohunter|null|https://github.com/6IX7ine/djangohunter.git|git|python,git
dmitry|dmitry|information_gathering|https://github.com/jaygreig86/dmitry.git|git|clang,gcc,git
dnschef|dnschef|sniffing_spoofing|https://gitlab.com/kalilinux/packages/dnschef.git|git|python,git
dnsenum|dnsenum|information_gathering|https://github.com/fwaeytens/dnsenum.git|git|perl,git
dnsmap|dnsmap|information_gathering|https://github.com/makefu/dnsmap.git|git|clang,gcc,git
dnsrecon|dnsrecon|information_gathering|https://github.com/darkoperator/dnsrecon.git|git|python,ruby,git
doona|doona|vulnerability_scanner|https://github.com/wireghoul/doona.git|git|perl,git
doork|doork|information_gathering,web_hacking|https://github.com/AeonDave/doork.git|git|python,git
dotdotpwn|dotdotpwn|information_gathering,vulnerability_scanner|https://github.com/wireghoul/dotdotpwn.git|git|perl,git
dumpzilla|dumpzilla|forensics_tools|https://gitlab.com/kalilinux/packages/dumpzilla.git|git|python,git
eaphammer|eaphammer|null|https://github.com/s0lst1c3/eaphammer.git|git|python,git
elpscrk|elpscrk|null|https://github.com/D4Vinci/elpscrk.git|git|python,git
enum4linux|enum4linux|information_gathering|https://github.com/portcullislabs/enum4linux.git|git|perl,git
eternal_scanner|eternal_scanner|null|https://github.com/peterpt/eternal_scanner.git|git|python,git
evilginx|evilginx|null|https://github.com/kgretzky/evilginx.git|git|python,git
exploitdb|exploitdb|exploitation_tools|https://github.com/offensive-security/exploitdb.git|git|clang,gcc,python,git
extundelete|extundelete|forensics_tools|https://gitlab.com/kalilinux/packages/extundelete.git|git|clang,gcc,g++,python,git
ezsploit|ezsploit|null|https://github.com/rand0m1ze/ezsploit.git|git|git
faraday|faraday|information_gathering|https://github.com/infobyte/faraday.git|git|python,git
fbht|fbht|null|https://github.com/chinoogawa/fbht.git|git|python,git
fbvid|fbvid|null|https://github.com/Tuhinshubhra/fbvid.git|git|php,git
fern-wifi-cracker|fern-wifi-cracker|wireless_testing|https://github.com/savio-code/fern-wifi-cracker.git|git|python,git
fierce|fierce|information_gathering|https://github.com/mschwager/fierce.git|git|python,git
figlet|figlet|package|null|package_manager|null
findmyhash|findmyhash|password_attack|https://gitlab.com/kalilinux/packages/findmyhash.git|git|python,git
firewalk|firewalk|information_gathering|https://gitlab.com/kalilinux/packages/firewalk.git|git|clang,gcc,git
fluxion|fluxion|wireless_testing|https://github.com/FluxionNetwork/fluxion.git|git|git
foremost|foremost|forensics_tools|https://gitlab.com/kalilinux/packages/foremost.git|git|clang,gcc,git
fragrouter|fragrouter|information_gathering|https://gitlab.com/kalilinux/packages/fragrouter.git|git|clang,gcc,git
fragroute|fragroute|information_gathering|https://gitlab.com/kalilinux/packages/fragroute.git|git|clang,gcc,git
fsociety|fsociety|null|https://github.com/Manisso/fsociety.git|git|python,git
fuckshitup|fuckshitup|null|https://github.com/Smaash/fuckshitup.git|git|php,git
fuxploider|fuxploider|null|https://github.com/almandin/fuxploider.git|git|python,git
gasmask|gasmask|null|https://github.com/twelvesec/gasmask.git|git|python,git
gcat|gcat|null|https://github.com/byt3bl33d3r/gcat.git|git|python,git
get|get|null|https://github.com/peterpt/get.git|git|git
ghost-phisher|ghost-phisher|information_gathering|https://github.com/savio-code/ghost-phisher.git|git|python,git
giskismet|giskismet|wireless_testing|https://github.com/xtr4nge/giskismet.git|git|perl,git
git|git|package|null|package_manager|null
gobuster|gobuster|web_hacking|https://github.com/OJ/gobuster.git|git|golang,git
golang|golang|programming_language|null|package_manager|null
golismero|golismero|information_gathering|https://github.com/golismero/golismero.git|git|python,git
goofile|goofile|information_gathering|https://gitlab.com/kalilinux/packages/goofile.git|git|python,git
gcc|gcc|programming_language|null|package_manager|null
hURL|hURL|web_hacking|https://github.com/fnord0/hURL.git|git|perl,git
hacktronian|hacktronian|null|https://github.com/thehackingsage/hacktronian.git|git|git
hakkuframework|hakkuframework|null|https://github.com/4shadoww/hakkuframework.git|git|python,git
hammer|hammer|ddos|https://github.com/cyweb/hammer.git|git|python,git
hash-generator|hash-generator|password_attack|https://github.com/CiKu370/hash-generator.git|git|python,git
hashcat|hashcat|password_attack|https://github.com/hashcat/hashcat.git|git|clang,gcc,git
hasherdotid|hasherdotid|password_attack|https://github.com/galauerscrew/hasherdotid.git|git|python,git
hasher|hasher|password_attack|https://github.com/CiKu370/hasher.git|git|python,git
httptunnel|httptunnel|maintaining_access|https://github.com/larsbrinkhoff/httptunnel.git|git|clang,gcc,git
hulk|hulk|ddos|https://github.com/grafov/hulk.git|git|python,git
hydra|hydra|stress_testing,password_attack|null|package_manager|null
iSMTP|ipwn|information_gathering|https://github.com/altjx/ipwn.git|git|python,git
intrace|intrace|information_gathering|https://github.com/robertswiecki/intrace.git|git|clang,gcc,git
jboss-autopwn|jboss-autopwn|null|https://github.com/SpiderLabs/jboss-autopwn.git|git|git
johnny|johnny|password_attack|https://github.com/shinnok/johnny.git|git|clang,gcc,g++,git
joomscan|joomscan|web_hacking|https://github.com/rezasp/joomscan.git|git|perl,git
jsql-injection|jsql-injection|vulnerability_scanner|https://github.com/ron190/jsql-injection.git|git|php,git
kalibrate-rtl|kalibrate-rtl|wireless_testing|https://github.com/steve-m/kalibrate-rtl.git|git|clang,gcc,g++,git
keimpx|keimpx|password_attack|https://github.com/inquisb/keimpx.git|git|python,git
kickthemout|kickthemout|wireless_testing|https://github.com/k4m4/kickthemout.git|git|python,git
killchain|killchain|null|https://github.com/ruped24/killchain.git|git|python,git
killerbee|killerbee|wireless_testing|https://github.com/riverloopsec/killerbee.git|git|python,clang,gcc,g++,git
killshot|killshot|null|https://github.com/bahaabdelwahed/killshot.git|git|ruby,git
koadic|koadic|null|https://github.com/zerosum0x0/koadic.git|git|python,git
kwetza|kwetza|null|https://github.com/sensepost/kwetza.git|git|python,git
leviathan|leviathan|null|https://github.com/tearsecurity/leviathan.git|git|python,git
lscript|lscript|null|https://github.com/arismelachroinos/lscript.git|git|git
lynis|lynis|vulnerability_scanner|https://github.com/CISOfy/lynis.git|git|git
maskprocessor|maskprocessor|password_attack|https://github.com/hashcat/maskprocessor.git|git|clang,gcc,git
masscan|masscan|information_gathering|https://github.com/robertdavidgraham/masscan.git|git|clang,gcc,git
metasploit-framework|msfinstall|exploitation_tools|https://raw.githubusercontent.com/rapid7/metasploit-omnibus/master/config/templates/metasploit-framework-wrappers/msfupdate.erb|curl|curl
mfcuk|mfcuk|wireless_testing|https://github.com/nfc-tools/mfcuk.git|git|clang,gcc,git
mfoc|mfoc|wireless_testing|https://github.com/nfc-tools/mfoc.git|git|clang,gcc,git
mfterm|mfterm|wireless_testing|https://github.com/4ZM/mfterm.git|git|clang,gcc,git
mitmproxy|mitmproxy|sniffing_spoofing|https://github.com/mitmproxy/mitmproxy.git|git|python,git
morpheus|morpheus|null|https://github.com/r00t-3xp10it/morpheus.git|git|python,git
msfpc|msfpc|exploitation_tools|https://github.com/g0tmi1k/msfpc.git|git|git
multimon-ng|multimon-ng|wireless_testing|https://github.com/EliasOenal/multimon-ng.git|git|python,clang,gcc,git
nWatch|nWatch|null|https://github.com/s0cket7/nWatch.git|git|python,git
nano|nano|package|null|package_manager|null
netattack2|netattack2|wireless_testing|https://github.com/chrizator/netattack2.git|git|python,git
netattack|netattack|wireless_testing|https://github.com/chrizator/netattack.git|git|python,git
netdiscover|netdiscover|null|https://github.com/alexxy/netdiscover.git|git|git
nginx|nginx|web_server,package|null|package_manager|null
nikto|nikto|information_gathering|https://github.com/sullo/nikto.git|git|perl,git
nishang|nishang|maintaining_access|https://github.com/samratashok/nishang.git|git|git
nmap|nmap|information_gathering,vulnerability_scanner|null|package_manager|null
nodejs|nodejs|programming_language|null|package_manager|null
nodexp|nodexp|null|https://github.com/esmog/nodexp.git|git|python,git
noisy|noisy|null|https://github.com/1tayH/noisy.git|git|python,git
onioff|onioff|null|https://github.com/k4m4/onioff.git|git|python,git
openvas|openvas|vulnerability_scanner|https://github.com/greenbone/openvas.git|git|clang,gcc,git
osrframework|osrframework|information_gathering|https://github.com/i3visio/osrframework.git|git|python,git
p0f|p0f|forensics_tools|https://gitlab.com/kalilinux/packages/p0f.git|git|clang,gcc,g++,git
patator|patator|password_attack|https://gitlab.com/kalilinux/packages/patator.git|git|python,git
pdf-parser|pdf-parser|forensics_tools|https://gitlab.com/kalilinux/packages/pdf-parser.git|git|python,git
peepdf|peepdf|null|https://github.com/jesparza/peepdf.git|git|python,git
perl|perl|programming_language|null|package_manager|null
php|php|programming_language|null|package_manager|null
pixiewps|pixiewps|wireless_testing|https://github.com/wiire-a/pixiewps.git|git|clang,gcc,git
plecost|plecost|web_hacking|https://github.com/iniqua/plecost.git|git|python,git
powerfuzzer|powerfuzzer|vulnerability_scanner|https://gitlab.com/marcinguy/powerfuzzer.git|git|python,git
proxystrike|proxystrike|web_hacking|https://github.com/qunxyz/proxystrike.git|git|python,git
pupy|pupy|null|https://github.com/n1nj4sec/pupy|git|python,git
pwnat|pwnat|maintaining_access|https://github.com/samyk/pwnat.git|git|clang,gcc,git
pyPISHER|pyPISHER|sniffing_spoofing|https://github.com/Renato-Silva/pyPISHER.git|git|python,git
pybluez|pybluez|null|https://github.com/karulis/pybluez.git|git|python,git
pydictor|pydictor|null|https://github.com/LandGrey/pydictor.git|git|python,git
python|python|programming_language|null|package_manager|null
qark|qark|null|https://github.com/linkedin/qark.git|git|python,git
rang3r|rang3r|vulnerability_scanner|https://github.com/floriankunushevci/rang3r.git|git|python,git
rdpy|rdpy|null|https://github.com/citronneur/rdpy.git|git|python,git
reaver|reaver-wps-fork-t6x|wireless_testing|https://github.com/t6x/reaver-wps-fork-t6x.git|git|clang,gcc,git
recon-ng|recon-ng|information_gathering|https://github.com/lanmaster53/recon-ng.git|git|python,git
ridenum|ridenum|maintaining_access|https://github.com/trustedsec/ridenum.git|git|python,git
routersploit|routersploit|vulnerability_scanner,exploitation_tools|https://github.com/reverse-shell/routersploit.git|git|python,git
roxysploit|roxysploit|exploitation_tools|https://github.com/andyvaikunth/roxysploit.git|git|python,git
ruby|ruby|programming_language|null|package_manager|null
sAINT|sAINT|null|https://github.com/tiagorlampert/sAINT.git|git|git
santet-online|santet-online|stress_testing,sniffing_spoofing|https://github.com/Gameye98/santet-online.git|git|python,git
secHub|secHub|null|https://github.com/cys3c/secHub.git|git|python,git
shellnoob|shellnoob|exploitation_tools|https://github.com/reyammer/shellnoob.git|git|python,git
shellstack|shellstack|null|https://github.com/Tuhinshubhra/shellstack.git|git|php,git
shimit|shimit|null|https://github.com/cyberark/shimit.git|git|python,git
shodanwave|shodanwave|null|https://github.com/6IX7ine/shodanwave.git|git|python,git
sipvicious|sipvicious|sniffing_spoofing|https://github.com/EnableSecurity/sipvicious.git|git|python,git
skipfish|skipfish|web_hacking|https://gitlab.com/kalilinux/packages/skipfish.git|git|clang,gcc,git
slowhttptest|slowhttptest|stress_testing|https://github.com/shekyan/slowhttptest.git|git|clang,gcc,g++,git
slowloris|slowloris|ddos,stress_testing|https://github.com/gkbrk/slowloris.git|git|python,git
smap|smap|web_hacking|https://github.com/s0cket7/smap|git|python,git
smbmap|smbmap|information_gathering|https://github.com/ShawnDEvans/smbmap.git|git|python,git
sniffjoke|sniffjoke|sniffing_spoofing|https://github.com/vecna/sniffjoke.git|git|clang,gcc,g++,git
social-engineer-toolkit|social-engineer-toolkit|information_gathering,exploitation_tools,password_attack,sniffing_spoofing|https://github.com/trustedsec/social-engineer-toolkit.git|git|python,git
sqliv|sqliv|vulnerability_scanner,web_hacking|https://github.com/Hadesy2k/sqliv.git|git|python,git
sqlmap|sqlmap|information_gathering,vulnerability_scanner,exploitation_tools,web_hacking|https://github.com/sqlmapproject/sqlmap|git|python,git
